DocId,Tweet,Processed,Score
880,But I am voting for Obama though I wouldn't feel safe with a diff president,but i am voting for obama though i wouldn't feel safe with a diff president,15.537717
881,May I just say that Mitt Romney truly --  truly terrifies me. Tonight should be interesting.,may i just say that mitt romney truly truly terrifies me tonight should be interesting,16.109552
884,If Mitt Romney becomes president --  I'm moving to Canada. @davonmagwood whatchu think?,if mitt romney becomes president i'm moving to canada whatchu think,14.719164000000001
885,Romney looks a bit nervous. His make up is starting to peel off. #debates,romney looks a bit nervous his make up is starting to peel off #debates,20.012524
886,Wait wait wait- America's not the place to start small biz- says the man who sends jobs overseas? #debate2012 #Obama2012,wait wait wait america's not the place to start small biz says the man who sends jobs overseas #debate2012 #obama2012,38.850001
887,Romney actually looks like a president... Obama just looks like a monkey,romney actually looks like a president obama just looks like a monkey,52.654562999999996
888,Paying close attention to how we train our educators is vital for changing our education system for the better. #Debates,paying close attention to how we train our educators is vital for changing our education system for the better #debates,21.9944
889,Please excuse my political in correctness --  but FUCK Mitt Romney t(-__-t) #TeamObama,please excuse my political in correctness but fuck mitt romney tt #teamobama,10.26995
890,Every shade of blue is currently on display in this shot of Obama #debates,every shade of blue is currently on display in this shot of obama #debates,13.645947
891,This black boy in school said he going for Mitt Romney. Me: All yal niggas heard that somebody wanna get jumped after class.,this black boy in school said he going for mitt romney me all yal niggas heard that somebody wanna get jumped after class,27.125115
892,#Romney SAYS he wants to crack down on China. Meanwhile he's profiting from shipping jobs there. http://t.co/A4hrgRje #MittLies #debate,#romney says he wants to crack down on china meanwhile he's profiting from shipping jobs there #mittlies #debate,25.288444
895,1 minute into the #debates & I've already muted the TV.  politics drive me crazy.  #mute #unmute #mute #unmute 90min of pressing buttons!,minute into the #debates i've already muted the tv politics drive me crazy #mute #unmute #mute #unmute 90min of pressing buttons,23.716859999999997
896,Wow....Romney nailed it round one! Nice work Mitt. Obama's answers are weak.,wowromney nailed it round one nice work mitt obama's answers are weak,13.117574
898,Idk i think i like romney but i dont really pay too much attention to any of this all i know is our country is shit right now so #romney,idk i think i like romney but i dont really pay too much attention to any of this all i know is our country is shit right now so #romney,47.656474
899,Romney's face pisses me off --  all I hear is blahblahblah. He needs to go home and sit down. #TeamObama,romney's face pisses me off all i hear is blahblahblah he needs to go home and sit down #teamobama,21.365597
900,yall prob dont even know what they talking about yah just know that obama is black and hes the president,yall prob dont even know what they talking about yah just know that obama is black and hes the president,38.126435
902,To watch the #debates or to finish this set...  ASDFGHJKL maybe @katykat3773 can sum it up for me when we hang(;,to watch the #debates or to finish this set asdfghjkl maybe can sum it up for me when we hang,12.710368
907,Mitt Romney just came off as human...Let's see how long this lasts,mitt romney just came off as humanlet's see how long this lasts,11.489122
908,#debates  He is hugging Romney on energy and taxes.  He looks thoughtful but does not seem to be talking to us and Mitt is.  Mitt is better,#debates he is hugging romney on energy and taxes he looks thoughtful but does not seem to be talking to us and mitt is mitt is better,34.730204
911,Nigga dont try to get smart w OUR president! Obama check his ass!,nigga dont try to get smart w our president obama check his ass,35.272881
912,Booooo! Mitt Romney don't pay no tax --  Mitt Romney don't pay no tax!!!,booooo mitt romney don't pay no tax mitt romney don't pay no tax,19.201002
913,I feel like Mitt Romney is trying to sell me life insurance,i feel like mitt romney is trying to sell me life insurance,18.897855
914,Fuck you mitt Romney you dumb bitch wtf you gonna lie !!!!,fuck you mitt romney you dumb bitch wtf you gonna lie,11.820136
918,I want to watch this debate but I don't think I can handle mitt Romney on my tv screen,i want to watch this debate but i don't think i can handle mitt romney on my tv screen,21.135857
919,Mitt Romney has a creepy smirk.. Like stfu ill kill you smirk........,mitt romney has a creepy smirk like stfu ill kill you smirk,20.698712
920,Did President Obama just willingly say he knows he won't win a new term? #debates,did president obama just willingly say he knows he won't win a new term #debates,34.508365
922,Why didn't anyone tell me Mitt Romney looks like Guy Smiley from Sesame Street? #Debate2012,why didn't anyone tell me mitt romney looks like guy smiley from sesame street #debate2012,27.949688000000002
923,I don't believe a fuck Mitt Romney saying. Them bitches aint ask him a shit,i don't believe a fuck mitt romney saying them bitches aint ask him a shit,16.409711
925,Wow Mitt Romney You just like Changed your mouth and using the PRESIDENTS WORDS,wow mitt romney you just like changed your mouth and using the presidents words,25.059254
926,Mitt Romney  --  you basically just said the same thing Obama said in different words #debates,mitt romney you basically just said the same thing obama said in different words #debates,26.199545
928,I already hate Mitt Romney and i haven't even listened to him for two minutes,i already hate mitt romney and i haven't even listened to him for two minutes,10.360120000000002
930,Mitt Romney doing the Al Gore - answering with the personal story technique.   Usually a good technique...except for Al Gore,mitt romney doing the al gore answering with the personal story technique usually a good techniqueexcept for al gore,8.506401
931,Obama -throw  more money at our failed education system but no vouchers for the poor #denverdebate #saveAmerica2012,obama throw more money at our failed education system but no vouchers for the poor #denverdebate #saveamerica2012,14.305008999999998
933,BREAKING: FOX News already declares Mitt Romney the winner at the #DenverDebate #p2 #gop,breaking fox news already declares mitt romney the winner at the #denverdebate #p2 #gop,19.591248
934,#debate time! Show em what u got #Mitt ...PS - You may want to watch an unbiased commentary and actually think for yourselves ;-),#debate time show em what u got #mitt ps you may want to watch an unbiased commentary and actually think for yourselves,28.217261
935,Business startups reference is wonderful from Mitt -Obama had nothing to say in contrast except class warfare dreck #debates #debatedenver,business startups reference is wonderful from mitt obama had nothing to say in contrast except class warfare dreck #debates #debatedenver,24.387282
936,Mitt Romney soo ugly. we dont need a ugly president. Obama cute tho,mitt romney soo ugly we dont need a ugly president obama cute tho,20.840367000000004
937,They keep saying china is cheating.  What do they mean by this? Cheating at what? #denverdebate,they keep saying china is cheating what do they mean by this cheating at what #denverdebate,14.570365999999998
940,Romney: Crack down on China if & when they cheat Lol you're dreaming pal. #debates,romney crack down on china if when they cheat lol you're dreaming pal #debates,17.823463
941,If u have cable and aren't watching the presidential debate --  u aren't shit! The ones that don't vote b the main ones complaining #obama,if u have cable and aren't watching the presidential debate u aren't shit the ones that don't vote b the main ones complaining #obama,30.184825
942,New Drinking game idea. Take a drink every time Mitt Romney says America. #debate,new drinking game idea take a drink every time mitt romney says america #debate,30.267851999999998
943,Mitt Romney's spiel sounded like a Viagara commercial for the economy.,mitt romney's spiel sounded like a viagara commercial for the economy,21.303608
944,Governor Romney doesn't stand a chance against President Obama in a debate #GetReal,governor romney doesn't stand a chance against president obama in a debate #getreal,19.82239
946,@DopeOrFunny: i feel like mitt romney is the kind of guy who resends text if u dont reply LMAO,i feel like mitt romney is the kind of guy who resends text if u dont reply lmao,24.693016
947,#debates  We should lower taxes on corporations uhhhhh and double the regulations. That'll work. #obama,#debates we should lower taxes on corporations uhhhhh and double the regulations that'll work #obama,20.161138000000005
948,Mitt Romney ass lying like hell ! With them thick ass eyebrows.They almost cover his eyes !,mitt romney ass lying like hell with them thick ass eyebrowsthey almost cover his eyes,28.042093
949,president obama and first lady michelle are so cute im not even kidding they are adorable together,president obama and first lady michelle are so cute im not even kidding they are adorable together,18.66366
950,Romney looks like he's going to laugh his ass off at everything Obama says #presidentialdebate,romney looks like he's going to laugh his ass off at everything obama says #presidentialdebate,35.764188000000004
951,@MrNickRogers #debates  invest = spend.  Invest like Solyndra.   Top down eco policies produced a decade of growth.  Now taxes are patriotic,#debates invest spend invest like solyndra top down eco policies produced a decade of growth now taxes are patriotic,41.647317
956,I am really happy about the amount of #PresidentialDebate tweets I'm seeing. #progress,i am really happy about the amount of #presidentialdebate tweets i'm seeing #progress,8.686587
958,Mitt Romney type of dude that would steal candy from a baby yo,mitt romney type of dude that would steal candy from a baby yo,5.432994000000001
960,60 seconds in & the Prez has already dropped his first Flannery O'Connor reference. That's my boy. #denverdebate,seconds in the prez has already dropped his first flannery o'connor reference that's my boy #denverdebate,14.86574
964,I want Kanye West to say Mitt Romney does not care about black people,i want kanye west to say mitt romney does not care about black people,17.430634
965,Youve had four years though Obama why havent you done all this? #debates,youve had four years though obama why havent you done all this #debates,15.500792
966,Stop companies like Walmart who out source that will be the first step in the right direction #Debates,stop companies like walmart who out source that will be the first step in the right direction #debates,34.294049
967,#presidentialdebate let Romney tell it people that ask for help are lazy and he doesn't care though,#presidentialdebate let romney tell it people that ask for help are lazy and he doesn't care though,17.454549
968,@ichadlowe: BREAKING: FOX News declares Mitt Romney winner of tonight's debate. Haha,breaking fox news declares mitt romney winner of tonight's debate haha,18.575377000000003
969,RT @2Trainz_: SHUT THE HELL UP MITT ROMNEY ! stop hating on Barack Obama because he black.,shut the hell up mitt romney stop hating on barack obama because he black,10.434155
970,Mitts a joke --  Obama is i dont even know. I vote me for president,mitts a joke obama is i dont even know i vote me for president,24.063593
972,I wonder if the Chipotle guy eyeballing Romney was offered a free ticket to the debates.  He said he was undecided. #debates,i wonder if the chipotle guy eyeballing romney was offered a free ticket to the debates he said he was undecided #debates,18.429868
973,#johnforpresident RT @Rofflekris: I don't like none of the presidential candidates just there's one obviously lesser of 2 evils  #obama2012,#johnforpresident rt i don't like none of the presidential candidates just there's one obviously lesser of evils #obama2012,31.527446
977,How exactly does Mitt Romney expect to get us energy independent? I would really appreciate it if he elaborated on that. #debate2012,how exactly does mitt romney expect to get us energy independent i would really appreciate it if he elaborated on that #debate2012,26.522381
978,Mitt Romney Says the Same Dumb ass Shit.. Don't Forget Mitt Romney @ 1Point owned Burger King  --  Staples  --  He a Billionaire.. #FuckRomney,mitt romney says the same dumb ass shit don't forget mitt romney 1point owned burger king staples he a billionaire #fuckromney,19.027012
979,Obama is going tip win this debate because Mitt Romney ain't got nothing but excuses,obama is going tip win this debate because mitt romney ain't got nothing but excuses,20.350918
980,Mitt Romney Shut up. SHUT THE FUCK UP.  You don't care abut the little people #teamobama #Debate2012 #Democrats #Obama,mitt romney shut up shut the fuck up you don't care abut the little people #teamobama #debate2012 #democrats #obama,19.532009
981,Small business is the backbone of America! @MittRomney Restore the vitality of America #debates #denverdebate,small business is the backbone of america restore the vitality of america #debates #denverdebate,37.635034000000005
982,Aw it's their anniversary lol. Threw that in quite smooth --  that's love. #Obama,aw it's their anniversary lol threw that in quite smooth that's love #obama,8.043668
983,is it me or does mitt romney look like a psycho right now,is it me or does mitt romney look like a psycho right now,23.340114
984,Enzo (10): Mitt Romney just sort of kicked Barack Obama's butt right now. He didn't say 'um' once. #mykidisapoliticalmastermind,enzo mitt romney just sort of kicked barack obama's butt right now he didn't say um once #mykidisapoliticalmastermind,25.741082000000002
986,I wonder if Mitt Romney will finally talk about why he should become president.,i wonder if mitt romney will finally talk about why he should become president,13.238808
987,Voting for the President because he's black is so 4 years ago.. #PresidentialDebate,voting for the president because he's black is so years ago #presidentialdebate,20.093204
989,WISH I HAD A TV<<<<<<<<<<<<< I WANNA CHECK OUT THE FIRST DEBATE. NO WORRIES THOUGH --  I WILL BE ON THE INTERNET TOMMORROW #OBAMA #OBAMA #OBAMA,wish i had a tv i wanna check out the first debate no worries though i will be on the internet tommorrow #obama #obama #obama,19.89333
992,I hope so RT @CharlesBivona: Boom!! How would you create more jobs? #Romney just shit himself. #Debate2012,i hope so rt boom how would you create more jobs #romney just shit himself #debate2012,26.403272
996,at times like these i really appreciate technology and things like twitter :-) enjoying the #presidentialdebate feed,at times like these i really appreciate technology and things like twitter enjoying the #presidentialdebate feed,39.087218
997,4 Ivy League degrees between President Obama and Mitt Romney!! Man I feel stupid right now!!! #smartmen,ivy league degrees between president obama and mitt romney man i feel stupid right now #smartmen,24.047794000000003
998,Presidential Debate 2012 Live Stream from ABC News and Yahoo News: The Candidates Debate #debates,presidential debate live stream from abc news and yahoo news the candidates debate #debates,37.713933000000004
1004,Under employment is 15% --  those 3 jobs were probably not good ones either #debates,under employment is those jobs were probably not good ones either #debates,18.089042
1005,This is a waste of time for me to watch and suffer thru Romney's voice-I'm voting #ObamaBiden & won't be swayed. #debates,this is a waste of time for me to watch and suffer thru romney's voicei'm voting #obamabiden won't be swayed #debates,22.337523
1007,This is what Chiddy Bang will look like when they're old. #debates,this is what chiddy bang will look like when they're old #debates,25.546349999999997
1008,RT @shawn1up You know what else creates jobs Romney? Clean --  renewable energy programs. But I guess thats a lost concept. #debates,you know what else creates jobs romney clean renewable energy programs but i guess thats a lost concept #debates,32.120951000000005
1010,I wish i was watching this on my 72inch  HD flat screen at home. The TV at my apartment is too damn small. #PresidentialDebate,i wish i was watching this on my 72inch hd flat screen at home the tv at my apartment is too damn small #presidentialdebate,25.051901
1011,@DickMorrisTweet twice in one answer Obama agrees with Romney...he doesnt want that clear choice exposed. #debates,twice in one answer obama agrees with romneyhe doesnt want that clear choice exposed #debates,21.890868
1017,I need to hear Mitt Romney tell me how the fuck I'm spose to pay my tuition...that's what the hell he can tell me!,i need to hear mitt romney tell me how the fuck i'm spose to pay my tuitionthat's what the hell he can tell me,16.158706
1021,Romney wants to open up more trade --  so we can send more of our money (& jobs) to other countries...That man's a Vulture!! #debate #Obama2012,romney wants to open up more trade so we can send more of our money jobs to other countriesthat man's a vulture #debate #obama2012,26.604255000000002
1022,The #debates guy needs to pop his eyes back in his head,the #debates guy needs to pop his eyes back in his head,18.213333999999996
1027,Mitt Romney look like he be on them Rogaine commercials. Stiff ass hair.,mitt romney look like he be on them rogaine commercials stiff ass hair,24.322988
1028,Mitt is already using specifics like championing small business to help create jobs. #not #PresidentialDebate,mitt is already using specifics like championing small business to help create jobs #not #presidentialdebate,48.128084
1033,Mitt Romney just opened his mouth at the #debate which means that 47% of America should go get a snack & stop listening...,mitt romney just opened his mouth at the #debate which means that of america should go get a snack stop listening,33.118314
1034,I LOVE ME SUM PRESIDENT OBAMA. I JUST HATE THAT TIE #PresidentialDebate2012 #jussayin,i love me sum president obama i just hate that tie #presidentialdebate2012 #jussayin,22.669597
1039,Obama wants to give tax breaks to US companies so jobs don't go out of the country. Romney smirks. #Debates,obama wants to give tax breaks to us companies so jobs don't go out of the country romney smirks #debates,38.423936
1043,Mitt Romney: I don't have a five trillion dollar tax cut. I don't have a tax cut of the scale that you're talking about. #debates,mitt romney i don't have a five trillion dollar tax cut i don't have a tax cut of the scale that you're talking about #debates,30.301282
1044,i like obama as a person --  but not as our president. he hasn't helped us at all and things have just gotten worse.,i like obama as a person but not as our president he hasn't helped us at all and things have just gotten worse,38.787019
1045,Obama is losing right now. He keeps saying we both agree? Really? #PresidentialDebate,obama is losing right now he keeps saying we both agree really #presidentialdebate,19.050649
1047,@mersicle i admit --  that was the most personality i've ever seen from mitt romney,i admit that was the most personality i've ever seen from mitt romney,4.680667
1048,Hey #Debates --  Imma let you finish and everything --  I just gotta say: Modern Family was a much better way to spend my time. #KanyeThoughts,hey #debates imma let you finish and everything i just gotta say modern family was a much better way to spend my time #kanyethoughts,37.92552499999999
1052,MITT Romney how u hating from outside the White House & you can't even get in,mitt romney how u hating from outside the white house you can't even get in,13.355113
1054,Say that you have ideas for creating jobs that are long term investments as opposed to short term fixes --  Obama! Be direct! #debates,say that you have ideas for creating jobs that are long term investments as opposed to short term fixes obama be direct #debates,25.682175
1056,sorority girl comments on the #debate Mitt Romney mouth has the smallest mouth I've ever seen hahaha,sorority girl comments on the #debate mitt romney mouth has the smallest mouth i've ever seen hahaha,13.270848999999998
1058,it's funny because everyone on here makes fun of mitt romney but odds are you know nothing about his political agenda ha ha ha oh,it's funny because everyone on here makes fun of mitt romney but odds are you know nothing about his political agenda ha ha ha oh,26.500061000000002
1059,Mitt Romney's face makes me RAGE. I didn't even feel this way about McCain 4 years ago.,mitt romney's face makes me rage i didn't even feel this way about mccain years ago,22.466323000000003
1063,Obama want to invest in solar panel? Really? In companies like Solyndra? How dumb can a president get?,obama want to invest in solar panel really in companies like solyndra how dumb can a president get,46.70179
1066,I would just like to note that I hate Mitt Romney's FACE.,i would just like to note that i hate mitt romney's face,29.32652
1068,May they both focus on their ideas and stay on track on ways to fix the country rather than try to bash on each other #DEBATES,may they both focus on their ideas and stay on track on ways to fix the country rather than try to bash on each other #debates,18.446548
1071,Mitt Romney looks so.... Smug. This is not my future president,mitt romney looks so smug this is not my future president,16.836472999999998
1076,TAKE A SHOT!! ROMNEY JUST TRIED TO RELATE HIMSELF TO THE MIDDLE CLASS. #presidentialdebate,take a shot romney just tried to relate himself to the middle class #presidentialdebate,22.397606
1077,Shorter Mitt Romney: I never proposed a 20% tax cut. That was my evil --  identical twin.,shorter mitt romney i never proposed a tax cut that was my evil identical twin,13.613027
1079,Some guy from PBS hosting this debate - every cartoon character I respect and don't has taught me to laugh at PBS. Already confused. #Obama,some guy from pbs hosting this debate every cartoon character i respect and don't has taught me to laugh at pbs already confused #obama,19.999470000000002
1080,Mitt Romney staring right in Obama's eyes while making him look bad. TFM.,mitt romney staring right in obama's eyes while making him look bad tfm,14.739438999999999
1083,#mittromney is starting out already with the folksy tales about real people (read: peasants)....not feeling it.,#mittromney is starting out already with the folksy tales about real people read peasantsnot feeling it,15.551196
1085,Crack down on China when they cheat #debates Obama should ask him to define cheat,crack down on china when they cheat #debates obama should ask him to define cheat,17.814522999999998
1086,Romney is so fake lol its hilarious that anyone would ever believe what he says #TeamObama,romney is so fake lol its hilarious that anyone would ever believe what he says #teamobama,17.497357
1087,Romney humanizes himself with a quick joke right off the bat. Point Mitt #debate,romney humanizes himself with a quick joke right off the bat point mitt #debate,13.068618
1088,Romney looks so dumb with his glossy eyes and silly smile... #Debates,romney looks so dumb with his glossy eyes and silly smile #debates,18.178962
1090,Paul Ryan Says TV And Politics Don't Always Mix. Does He Have A Point? http://t.co/DKWwID43,paul ryan says tv and politics don't always mix does he have a point,14.73165
1093,@zaynmalijuana: mitt romney was the governor of my state before dont laugh im gagging at the memory,mitt romney was the governor of my state before dont laugh im gagging at the memory,5.348511
1094,Lowkey some of u niggas just like President Obama bc hes black! I wish Romney was black so we could see what yall would say then...,lowkey some of u niggas just like president obama bc hes black i wish romney was black so we could see what yall would say then,45.737226
1096,the path that we are on has just been unsuccessful - #Romney on #Obama #economy --  #DebateDenver,the path that we are on has just been unsuccessful #romney on #obama #economy #debatedenver,10.186466000000001
1097,Romney: 5 Part Job Plan--crack down on China --  if and when they cheat #Romney  #COdebate,romney part job plancrack down on china if and when they cheat #romney #codebate,7.781054
1099,I disagree with Romney on so much --  but he is pretty dreamy. #debates,i disagree with romney on so much but he is pretty dreamy #debates,12.365416
1103,RT @PPact: Love it. Women are Watching! #debates RT @harrislynn: Yo @MittRomney! READ MY SHIRT cc @PPact http://t.co/U4OV7vbW,love it women are watching #debates rt yo read my shirt cc,15.774194
1104,The difference between Obama and Romney on jobs is as clear as the difference between Staples and Solyndra. #Mitt2012,the difference between obama and romney on jobs is as clear as the difference between staples and solyndra #mitt2012,12.648805000000001
1107,How do you know what it takes to get ppl jobs #Romney #Debates,how do you know what it takes to get ppl jobs #romney #debates,29.288068000000003
1108,Obama: 20 yrs ago I became the happiest man on earth because Michelle Obama agreed to marry me. #election2012 @BlogHerNews,obama yrs ago i became the happiest man on earth because michelle obama agreed to marry me #election2012,10.859106
1112,@andylevy: Wait I thought I read that @SethMacFarlane was moderating? #debates. Oh and Romney and Obama are def thunder buddies,wait i thought i read that was moderating #debates oh and romney and obama are def thunder buddies,15.745974000000002
1113,Mitt Romney just wants to make is rain but he can't handle the flood.,mitt romney just wants to make is rain but he can't handle the flood,14.336363000000002
1114,Much as I hate politics I figure I'll watch the debate to atleast educate myself abt the future of our country #obama? #romney? #ihavenoclue,much as i hate politics i figure i'll watch the debate to atleast educate myself abt the future of our country #obama #romney #ihavenoclue,22.158643000000005
1115,Lol it's crazy how when I look at President Obama I see Antione's silly self Lols,lol it's crazy how when i look at president obama i see antione's silly self lols,20.401853
1116,There's something about Mitt Romney that just makes you want to punch that nigga --  like his face or something,there's something about mitt romney that just makes you want to punch that nigga like his face or something,36.74302900000001
1117,Mitt Romney is trying to make jokes and I want to be hit by an asteroid. #debates,mitt romney is trying to make jokes and i want to be hit by an asteroid #debates,19.756335
1120,They  aren't answering the direct questions. LMAO. Gov. Romney was supposed to ask B.O. a question. He's explaining his policies #debates,they aren't answering the direct questions lmao gov romney was supposed to ask bo a question he's explaining his policies #debates,22.075906
1121,Not to be a girl but oh my god that was adorable. #obama,not to be a girl but oh my god that was adorable #obama,4.211749
1122,I'm watching the presidential debate with my dad..... I may be disowned after tonight. #Obama2012 #debate2012,i'm watching the presidential debate with my dad i may be disowned after tonight #obama2012 #debate2012,27.359785
1123,RT @WTHayn3s: If Mitt Romney becomes president --  the world is actually fucked. No gay rights. Education only for the privileged. The worl ...,if mitt romney becomes president the world is actually fucked no gay rights education only for the privileged the worl,19.389599
1126,What are the chances that obama or romney will actually answer a question?#debates,what are the chances that obama or romney will actually answer a question#debates,4.625572999999999
1127,Every time Mitt Romney talks he fucks up. Just sit down and let Obama handle it,every time mitt romney talks he fucks up just sit down and let obama handle it,16.478183
1128,#Romney has that smirky arrogant face that makes you want to change it for him. #GOP #DebateDenver #election2012,#romney has that smirky arrogant face that makes you want to change it for him #gop #debatedenver #election2012,17.583559
1130,The tweets showing up on the abc debates are ridiculous. Hahaha #debates,the tweets showing up on the abc debates are ridiculous hahaha #debates,15.07857
1132,Today is also the anniversary of when Mitt Romney became a real boy.,today is also the anniversary of when mitt romney became a real boy,7.316472
1133,For those of yall who dont know Channel 2 -- 4 -- 5 & 7 is showing the debate ! Y'all NEED to tune in!! #teamObama,for those of yall who dont know channel is showing the debate y'all need to tune in #teamobama,25.466828000000003
1139,As of right now #Romney Sounds good i'm not Gonna even Lie,as of right now #romney sounds good i'm not gonna even lie,19.588902
1142,Wisconsin forward @ZBohannon launches campaign to get President Obama to play pick-up with the Badgers: http://t.co/ncpOep0t,wisconsin forward launches campaign to get president obama to play pickup with the badgers,19.885735
1143,Kinda weird to think President Obama is talking two miles south of my house right now.,kinda weird to think president obama is talking two miles south of my house right now,26.503715999999997
1146,Why is Mitt Romney already lying??? No debate needed Obama already has my vote!!!,why is mitt romney already lying no debate needed obama already has my vote,22.484615
1147,If you not registered to vote you a #MittRomney supporter by default,if you not registered to vote you a #mittromney supporter by default,7.259265000000001
1148,I DONT VOTE OBAMA OR MITT ROMNEY I VOTE FOR BANANAS,i dont vote obama or mitt romney i vote for bananas,10.544637
1149,Mitt Romney just made Obama look like the dumb jackass he is.,mitt romney just made obama look like the dumb jackass he is,27.085308
1155,Did Romney just say Rule 3: Crack down on China? That's unusually forthright. He knows they own the US right? #debates,did romney just say rule crack down on china that's unusually forthright he knows they own the us right #debates,34.509467
1156,#DenverDebate Romney is correct small biz create jobs & we pay personal taxes NOT corporate taxes!!,#denverdebate romney is correct small biz create jobs we pay personal taxes not corporate taxes,39.86068
1161,I know what it takes to hire people. - #Romney. Fact check: I like to be able to fire people. - Romney. The ultimate debate. #macdw,i know what it takes to hire people #romney fact check i like to be able to fire people romney the ultimate debate #macdw,41.76711399999999
1162,If Obama says uhhh one more time.. Im going to crawl through my TV and give him a swift kick to the ballsack!! #Nobama,if obama says uhhh one more time im going to crawl through my tv and give him a swift kick to the ballsack #nobama,22.950808000000002
1164,Mitt Romney --  stop telling China they're cheating! They might not give us their money no more!,mitt romney stop telling china they're cheating they might not give us their money no more,18.741699999999998
1165,Watch Mitt Romney avoid the education plan. He don't wanna go there with Obama. #PresidentialDebate2012,watch mitt romney avoid the education plan he don't wanna go there with obama #presidentialdebate2012,17.157181
1166,Mitt Romney is getting specific? Ok.. Now tell me how u r going to do that?,mitt romney is getting specific ok now tell me how u r going to do that,12.577124999999999
1167,Look at them shaking hands and smiling like they DON'T hate each other's guts. #presidentialdebate,look at them shaking hands and smiling like they don't hate each other's guts #presidentialdebate,22.89531
1169,If your #debates drinking game included the word business from @MittRomney --  I'm so --  so sorry for you.,if your #debates drinking game included the word business from i'm so so sorry for you,21.523274
1174,Whoa --  #Obama sounds like a YouTube video that Paul Ryan made...close loopholes and cut corporate tax rate,whoa #obama sounds like a youtube video that paul ryan madeclose loopholes and cut corporate tax rate,29.567066
1177,the auto industry is booming? yes --  thanks #obama for bailing them out. so glad they took those jobs & our taxes overseas #youtubepolitics,the auto industry is booming yes thanks #obama for bailing them out so glad they took those jobs our taxes overseas #youtubepolitics,24.019869
1178,God I hope Mit Romney socks it to that fool Obama tonight!  #TeamRomney #Debates,god i hope mit romney socks it to that fool obama tonight #teamromney #debates,18.663712
1179,The Presidential Debate reminds me of Pageant Interview. 2 minutes to answer a question while looking good simultaneously. #debates,the presidential debate reminds me of pageant interview minutes to answer a question while looking good simultaneously #debates,33.139776
1180,RT @gracehelbig: Romney will be missing a HUGE opportunity if he doesn't enter to Bills --  Bills --  Bills by Destiny's Child. #debates,romney will be missing a huge opportunity if he doesn't enter to bills bills bills by destiny's child #debates,14.7057
1181,i really don't like Mitt Romney  --  its just something about him that i can't stand !,i really don't like mitt romney its just something about him that i can't stand,24.725251
1183,#debates Obama looks like he realizes he missed the opportunity to be the first to lay out his plan,#debates obama looks like he realizes he missed the opportunity to be the first to lay out his plan,34.1502
1187,I have to say Mitt is a nice guy --  but he looks like a pedophile. #PresidentialDebate #ShutUpRyan,i have to say mitt is a nice guy but he looks like a pedophile #presidentialdebate #shutupryan,27.635756
1189,Staying off of twitter for the night. Don't want to be aggravated by seeing all the Romney tweets. #Obama2012,staying off of twitter for the night don't want to be aggravated by seeing all the romney tweets #obama2012,13.969018
1190,mitt romney is sexual as well. he just has shifty eyes.,mitt romney is sexual as well he just has shifty eyes,9.890606
1191,I'm all for education...lower them tuition fees so ya girl can get that ol PHD in 2014!!!!!!!$ #TeamObama,i'm all for educationlower them tuition fees so ya girl can get that ol phd in #teamobama,13.776100999999999
1192,If you vote for Mitt Romney --  go eat a horse ass ! Serious tho,if you vote for mitt romney go eat a horse ass serious tho,16.442539
1193,Obama has no Teleprompter --  so lets start counting the ah's that come out of his mouth!!! #TCOT #GOP #LNYHBT,obama has no teleprompter so lets start counting the ah's that come out of his mouth #tcot #gop #lnyhbt,10.466461
1194,So I decided to register to vote. Voting Obama --  because him and Jay-Z are tight. Mitt Romney was out of the question...,so i decided to register to vote voting obama because him and jayz are tight mitt romney was out of the question,12.04983
1195,#romney is such a liar.. Like he is so approachable! Please tell that to the marines.. Aint nobody coming to u for help,#romney is such a liar like he is so approachable please tell that to the marines aint nobody coming to u for help,23.767407
1196,I'd rather hear about the #DenverDebate on twitter than watch it on tv,i'd rather hear about the #denverdebate on twitter than watch it on tv,14.365860999999999
1197,I think it's funny when people try to understand what these two are actually saying #PresidentialDebate,i think it's funny when people try to understand what these two are actually saying #presidentialdebate,16.572124000000002
1198,Small businesses aren't really in a position to move countries. Oops --  I forgot --  small business means multinational corporations #debates,small businesses aren't really in a position to move countries oops i forgot small business means multinational corporations #debates,44.999015
1199,I hear #Obama is going to get agressive with #Romney well he has increased the amount of drone attacks in Pakistan #prezdebate,i hear #obama is going to get agressive with #romney well he has increased the amount of drone attacks in pakistan #prezdebate,17.346071
1200,India So Stupid. She Said Mitt Romney Was Osama Bin Ladin.,india so stupid she said mitt romney was osama bin ladin,6.460778
1203,Cracking down on China and getting rid of regulation on businesses --  focusing in small business #debates,cracking down on china and getting rid of regulation on businesses focusing in small business #debates,32.281533
1204,My plan has 5 parts: fuck u --  fuck u --  fuck u --  fuck u and fuck u #mittromney #debates,my plan has parts fuck u fuck u fuck u fuck u and fuck u #mittromney #debates,27.059534
1205,Ion like how dhat bitch Romney just tried 2 downplay dha skool like dhat now --  Americans ain't no dummies na ! Don't do dhat shit lit Mitt !,ion like how dhat bitch romney just tried downplay dha skool like dhat now americans ain't no dummies na don't do dhat shit lit mitt,51.828680999999996
1206,Politifact checking to see if it is indeed the Obamas' anniversary.  #DenverDebate,politifact checking to see if it is indeed the obamas anniversary #denverdebate,8.259951
1208,Question one definitely goes to Mitt Romney... plus his hair is cool,question one definitely goes to mitt romney plus his hair is cool,11.668976
