WordId,Word,TextRankScore
1121,showing,1.075783
1565,#president,0.540454
2088,sweetheart,0.488253
3665,common,0.410274
2673,pass,0.760453
2562,blink,0.464667
1324,act,0.490337
935,boring,0.935156
2500,route,0.518152
1973,#imhereivote,0.408889
1972,included,0.897180
518,trust,0.377099
1122,hands,2.001903
3800,cross,0.391889
433,guys,1.303131
3081,leg,0.334135
7007,kossacks,0.581526
7315,#mittsthetits,0.372663
7656,bite,0.509034
1671,fine,0.456331
922,based,0.471029
5948,slash,0.601704
1681,numbers,0.397472
4123,rebuttal,0.216197
6677,prep,0.189941
1860,math,1.944175
593,straight,0.612357
6,months,1.631834
2679,gray,0.555011
2413,orange,0.272569
3190,channels,0.385931
6836,traduzindo,0.676234
4689,laying,0.555208
1165,honesty,0.172009
2076,bell,0.266936
4354,expand,0.276613
979,dear,0.637788
1018,hot,1.177504
1114,channel,0.785054
2441,national,1.300110
3915,npr,0.647490
1691,supporting,0.588926
413,#ndaaruling,0.226055
1234,elected,0.540038
5503,box,0.264344
715,homework,0.876965
6893,trained,0.296468
3720,#funny,0.209209
723,decided,0.392437
356,nice,2.077951
3139,neighbor,0.230337
3599,kid,0.331885
3127,bringing,0.250979
1592,becoming,0.250378
6006,messed,0.240077
4688,indication,0.610279
3707,acknowledging,0.168437
3489,break,1.015012
3490,familiar,0.379404
3772,fed,0.795062
923,learning,0.715332
1558,nervous,0.936142
2009,comienza,0.292827
85,obama's,4.994029
2221,dice,1.188657
5111,#presidential,0.210587
315,works,0.347436
1171,truth,0.335501
741,baby,1.434815
2310,segments,0.477161
2833,gas,0.802108
3003,proposed,0.471103
3014,crips,0.395185
3492,q,0.624774
3414,turned,0.346466
4466,gained,0.265988
2012,mano,0.371127
2298,matters,0.229916
5617,wont,1.094388
1380,voz,0.329906
589,friends,1.164272
3248,hearts,0.260015
2818,sort,0.388681
807,video,0.664001
4080,educated,0.405934
3957,flirt,0.325606
5204,sides,0.338661
462,played,0.963593
2149,nicholson,0.529848
3278,stands,0.324833
4813,planned,0.376597
749,lehrer,1.466693
1975,promises,0.696404
3642,relaxed,0.731923
3447,switch,0.532157
2350,proud,0.432432
865,substance,0.591108
1054,major,2.160794
1461,opened,0.217733
4544,light,0.540539
4910,votes,0.419823
361,hmmm,0.607249
3205,#lnyhbt,0.414300
576,means,1.096588
737,retarded,0.330124
4196,provide,0.236890
89,least,1.140475
2484,favorite,0.732954
2738,debator,0.793301
5158,chose,0.547705
349,tv,2.789407
5405,fans,1.119837
806,show,2.207545
8063,lmaoooooo,0.244462
6098,pressure,0.284492
1844,deny,0.686783
1693,pipeline,0.757312
117,past,1.010805
1140,noise,0.672994
2451,meet,0.449187
4320,hisses,0.785897
2146,crappy,0.586547
1604,cuz,0.527471
2436,swinging,0.268809
2478,#snark,0.419744
3728,depends,0.401207
135,living,0.984322
4889,topic,1.021176
6163,wave,0.468543
334,believes,0.620099
248,auto,0.266402
480,brought,0.234338
2125,united,0.601808
2158,response,0.383568
5690,funnier,0.647805
1505,games,0.638886
2899,viable,0.898191
621,food,0.714471
5334,computer,0.432827
2202,tender,0.980432
359,discusses,0.780114
556,black,1.833030
1474,wondering,0.761455
2269,uhn,0.626713
2270,x,0.728931
15,politics,1.861109
2271,factor,1.034703
461,figured,0.171495
1225,taken,0.661723
1373,revealed,0.161903
3739,format,0.727437
538,money,2.068780
3708,angry,0.600645
429,spent,0.831250
5991,vivo,0.612149
353,feel,1.566725
5995,watchin,0.374687
4551,ambos,0.351487
1954,caught,0.502846
5051,gentlemen,0.701884
2616,gangsta,0.181275
1199,whole,1.446470
1426,trade,0.477488
4489,crisis,0.587560
5418,citizen,0.785405
1544,thinks,0.932787
5419,#democracy,0.438145
2257,heroin,1.230029
225,d,0.442782
2609,outs,0.496441
1112,difference,0.360380
6160,sweetness,0.536331
4693,resilience,0.240349
247,lie,1.628060
1001,shot,0.438661
3561,finding,0.344352
4864,lover,0.390657
3614,replaced,0.979872
1937,microphone,0.372960
2848,lied,0.282603
1427,free,1.542529
337,charge,0.384029
2348,find,0.718527
4809,durante,0.302721
2666,round,0.683421
1330,write,1.281100
411,fat,0.785937
4555,describes,0.525490
6348,brownie,0.270576
4556,grabbing,0.506033
2907,#republican,0.851902
1347,fucked,0.634312
2365,online,1.350964
7145,willard,0.394726
164,shoutout,1.193252
4254,horns,0.351480
1999,bat,0.997542
4795,politician,1.211370
2166,dance,0.355534
110,cuts,0.766774
1143,beer,0.478882
1750,dalam,0.315584
96,#2012debate,0.815843
1223,emotional,0.825314
3375,pivots,0.451277
1962,focused,0.332175
843,try,0.700065
2927,hours,0.768604
2311,governing,0.440817
5910,leads,0.900467
1301,anniversaire,0.586842
1352,#solyndra,0.469213
2980,ha,0.721132
1309,clbrer,1.351452
6438,practiced,0.542514
1037,dirty,0.620155
2573,reality,0.814012
5753,heavy,0.383784
1094,body,0.183455
49,wish,0.849954
1496,bo,0.689657
851,asks,0.392870
1513,remark,0.241379
579,commence,0.271723
1884,talent,0.575032
4403,texas,1.092355
3583,flotus,0.193622
5835,#mittens,0.432118
4381,birth,1.018845
1734,#copolitics,0.294371
1131,pointing,0.597211
1579,spots,1.217538
3855,late,0.740408
388,focusing,0.512481
1846,spot,0.991427
910,thinking,0.260936
2443,previous,0.366578
1538,niggas,1.056935
1714,later,0.310671
4203,fall,1.002311
793,laughed,0.476989
163,giving,1.627796
3842,lord,0.292575
1634,speaks,0.165211
2313,begin,1.097394
4190,considered,0.498688
3458,#2012presidentialdebate,0.939617
727,mason,0.752889
288,meeting,0.592469
365,huge,0.617697
4097,reasons,0.296408
6029,nod,0.522763
423,using,0.944570
2397,fingers,0.317882
1142,apply,0.787662
8265,reunion,0.239853
412,month,0.576706
3500,views,0.849942
2564,gate,0.496037
592,long,0.929279
4622,addressing,0.175948
707,#romney2012,0.740079
742,arms,1.025345
3063,#obamagang,0.463655
4771,pray,0.372580
1903,tl,0.166990
5093,donde,0.480878
3270,lips,0.406071
2431,risen,0.204853
6349,#flotus,0.333072
2220,vamos,1.014241
6099,cooler,0.272631
6951,exciting,0.639285
2982,#factcheck,0.782226
1733,jokes,0.522086
928,worked,0.202870
4748,gunna,0.368780
5525,sticking,0.267407
833,differences,0.770465
3197,pool,0.352751
4852,ed,0.701941
767,special,0.545325
2572,certificate,0.716663
4429,picturing,0.594499
3284,snl,0.543679
3518,quality,0.563737
1727,investment,0.371083
1237,b,0.534765
1468,continues,0.198321
2254,shirt,0.983941
1057,discussing,0.270303
1250,code,1.372410
1083,tonight's,0.848199
1036,weeks,0.828321
3058,e,0.917495
2671,prob,0.567876
761,gon,0.459184
3577,fly,0.475597
1059,tactic,0.582848
59,#electionclass,0.363220
7318,hawaii,0.215809
6227,perry,0.254439
283,dont,0.318111
2247,attack,0.435355
2680,hairs,0.514751
3089,libertarian,1.029617
1883,priorities,0.250556
3830,quiet,0.542761
1698,decision,0.320438
1329,paper,0.641145
526,explaining,0.267526
3748,#romantic,0.197221
2390,walk,1.000000
574,exactly,1.259818
2161,lowkey,0.783477
2162,roast,0.534615
1025,#romney's,0.218199
3594,voucher,0.311669
3595,dc,0.649092
1195,nation,0.224293
3537,crook,0.279977
7540,fails,0.480373
587,tune,0.701809
4691,#ajstream,0.520469
1470,whisper,0.193838
2835,helped,0.218788
4054,funding,0.492619
2056,et,0.543047
2640,attention,0.816206
7767,canned,0.541050
4621,entered,0.479945
719,address,0.386540
1882,television,0.427958
941,saturday,0.460609
5438,highest,0.382528
2709,huh,1.173670
3437,backdrop,0.554470
3663,delicious,0.463834
2019,easy,0.465376
1901,dunes,0.818890
2997,track,0.383805
2584,share,0.441345
8112,healthy,0.578257
5148,accuses,0.356433
4715,citizens,0.282542
37,person,1.027336
345,smell,1.172906
4303,kool,0.335773
201,prez,0.945245
357,interesting,0.838043
3319,een,1.016918
152,democrat,0.167602
4975,dubbed,1.000000
2472,kicks,0.167263
5027,brilliant,1.146815
5028,pivot,0.390146
1409,father,0.643889
264,market,0.503829
2755,setting,0.850840
3116,worker,0.390429
5885,appears,0.654778
3277,managers,0.796263
3445,goals,0.328669
5788,hometown,0.328323
5933,#fourmoreyears,0.502752
5080,bold,0.776772
3352,ugh,0.555922
3104,alamo,0.784500
4306,noodles,1.051417
4307,dinner,0.801578
5618,rally,0.238892
4627,#sensata,0.180679
5801,trouble,0.567556
362,#voterit,0.454770
3060,rumble,0.163805
938,waiting,0.441572
446,side,0.665442
3336,announce,0.239437
3337,marijuana,0.446787
1398,moving,0.651835
768,suck,0.186947
93,notice,0.827665
817,indicate,0.324493
3045,counting,0.778231
1247,addresses,0.316935
1922,bull,0.608502
5077,colors,0.534498
7128,surprise,0.164931
2352,sharp,0.552330
2552,option,0.438036
2884,stayed,0.447196
6449,gents,0.372138
2032,vice,0.402319
1571,lmfao,0.560103
342,wins,0.895476
5901,#liblies,0.259038
5937,emotion,0.442446
3828,acknowledged,0.188598
3796,tonights,0.279210
3171,#youtubepolitics,0.620530
2381,memorized,0.407731
2382,#zinger,1.030587
5584,killin,0.662021
2473,confidence,0.528762
1376,michele,0.368556
136,poverty,0.373080
2015,ahora,0.757191
2016,debaten,0.930870
3259,informative,0.422801
7600,thrown,0.253056
4180,avoiding,0.234264
1528,page,0.456705
2550,fool,0.360940
1842,#o,0.165459
1606,nameless,0.367930
7874,ora,1.000000
5364,understands,0.248340
7216,admin,0.556645
6604,#support,0.712466
307,bye,0.305104
2892,pie,0.468797
2593,sold,0.383735
4162,spike,0.765057
563,#vote,0.181356
657,concerned,0.195260
3750,mouths,0.202870
5451,#obamavsromney,0.493555
5491,style,0.600953
1353,issue,0.413772
1927,#tax,0.925086
2875,propaganda,0.449047
2858,compassion,0.450980
3113,dey,0.192123
2692,web,0.509540
2691,broadcast,0.532396
542,kids,0.437020
3765,representing,0.467168
4261,illuminati,0.603631
1336,mormon,0.514288
2756,table,0.491293
664,worst,0.463672
217,notes,0.769322
5911,#respect,0.795939
6972,fail,0.284473
7853,burnin,0.692037
5268,cell,0.427392
2137,sounded,0.473919
3369,youth,0.801456
5755,shits,0.278610
744,bought,0.303642
7193,picked,0.537155
2021,strategy,0.550610
7356,colorado,0.300784
1907,none,0.361856
1717,botox,0.518108
2355,reach,0.456361
6430,http,0.537324
4363,graduating,0.183214
5597,babe,0.487713
2543,welcome,0.670834
5847,whispering,0.556734
5301,necessary,0.223477
48,#awkward,0.177144
2004,van,1.024535
1576,curious,0.318970
1006,cold,0.530900
6056,effective,0.574976
2226,valid,0.169913
4158,negro,0.349340
3498,responses,0.519413
2148,jack,0.234641
4282,statements,0.244621
7783,awww,0.506485
1495,literally,0.195316
1456,geez,0.543376
2574,hi,0.152537
3727,socialism,0.513857
2720,reference,0.585764
4188,conference,0.541553
74,ring,0.508802
1754,di,0.639542
3001,m,0.170028
7177,cough,1.000000
3313,je,0.458805
3582,mentioning,0.357687
4607,wom,0.238777
926,investing,1.085772
3019,dvr,0.205513
8393,boos,0.260867
1784,crazy,0.452502
2629,diff,0.437781
1581,proposal,0.444001
5404,#nascar,0.494472
4187,slc,0.579302
2097,referring,0.235627
7017,quote,0.319826
2209,enormous,0.924470
5656,fellas,0.339150
2542,warm,0.657714
2153,slipping,0.357464
7058,boredom,0.305688
848,boss,0.212398
3390,#cspan2012,0.287799
5874,conspiracy,0.424765
4873,#vftcdebate,0.220351
4355,seat,0.553180
6069,reminder,0.201587
3580,#obama's,0.248602
2577,member,0.479872
613,son,0.272746
7168,qs,0.563120
1107,tired,0.257227
2653,whoot,1.000000
1348,supporters,0.538939
447,eye,0.363170
5086,section,0.283975
305,knew,0.262725
82,y'all,0.355315
4368,#merica,0.159442
2764,reason,0.158438
8101,faggot,0.196527
633,chris,0.181233
669,ew,0.187245
2928,hacking,0.363049
7335,#lmao,0.209816
1859,saving,0.290310
4002,concern,0.159442
7618,luke,1.000000
5921,sophistication,1.000000
2403,occasion,1.000000
8003,mistake,0.644044
3318,maar,0.662561
6034,vented,0.576281
5649,bombing,1.000000
